Gads,Pasv_nos,Pasv_ATVK,Ter_ied_vien_nos,Ter_ied_vien_ATVK,Vecuma_grupa,Mir_vir_skaits,Mir_siev_skaits
2023,CĒSU NOVADS,026000,DZĒRBENES PAGASTS,026420,0-6,0,0
2023,CĒSU NOVADS,026000,DZĒRBENES PAGASTS,026420,15-18,0,0
2023,CĒSU NOVADS,026000,DZĒRBENES PAGASTS,026420,19-24,0,0
2023,CĒSU NOVADS,026000,DZĒRBENES PAGASTS,026420,25-49,0,0
2023,CĒSU NOVADS,026000,DZĒRBENES PAGASTS,026420,50-61,1,0
2023,CĒSU NOVADS,026000,DZĒRBENES PAGASTS,026420,62-74,1,0
2023,CĒSU NOVADS,026000,DZĒRBENES PAGASTS,026420,7-14,0,0
2023,CĒSU NOVADS,026000,DZĒRBENES PAGASTS,026420,75 un vec.,2,3
2023,CĒSU NOVADS,026000,INEŠU PAGASTS,026430,0-6,0,0
2023,CĒSU NOVADS,026000,INEŠU PAGASTS,026430,15-18,0,0
2023,CĒSU NOVADS,026000,INEŠU PAGASTS,026430,19-24,0,0
2023,CĒSU NOVADS,026000,INEŠU PAGASTS,026430,25-49,0,0
2023,CĒSU NOVADS,026000,INEŠU PAGASTS,026430,50-61,0,0
2023,CĒSU NOVADS,026000,INEŠU PAGASTS,026430,62-74,1,0
2023,CĒSU NOVADS,026000,INEŠU PAGASTS,026430,7-14,0,0
2023,CĒSU NOVADS,026000,INEŠU PAGASTS,026430,75 un vec.,1,2
2023,CĒSU NOVADS,026000,JAUNPIEBALGAS PAGASTS,026440,0-6,0,0
2023,CĒSU NOVADS,026000,JAUNPIEBALGAS PAGASTS,026440,15-18,0,0
2023,CĒSU NOVADS,026000,JAUNPIEBALGAS PAGASTS,026440,19-24,0,0
2023,CĒSU NOVADS,026000,JAUNPIEBALGAS PAGASTS,026440,25-49,1,0
2023,CĒSU NOVADS,026000,JAUNPIEBALGAS PAGASTS,026440,50-61,1,0
2023,CĒSU NOVADS,026000,JAUNPIEBALGAS PAGASTS,026440,62-74,4,3
2023,CĒSU NOVADS,026000,JAUNPIEBALGAS PAGASTS,026440,7-14,0,0
2023,CĒSU NOVADS,026000,JAUNPIEBALGAS PAGASTS,026440,75 un vec.,5,14
2023,CĒSU NOVADS,026000,KAIVES PAGASTS,026450,0-6,0,0
2023,CĒSU NOVADS,026000,KAIVES PAGASTS,026450,15-18,0,0
2023,CĒSU NOVADS,026000,KAIVES PAGASTS,026450,19-24,0,0
2023,CĒSU NOVADS,026000,KAIVES PAGASTS,026450,25-49,0,0
2023,CĒSU NOVADS,026000,KAIVES PAGASTS,026450,50-61,0,2
2023,CĒSU NOVADS,026000,KAIVES PAGASTS,026450,62-74,0,0
2023,CĒSU NOVADS,026000,KAIVES PAGASTS,026450,7-14,0,0
2023,CĒSU NOVADS,026000,KAIVES PAGASTS,026450,75 un vec.,2,2
2023,CĒSU NOVADS,026000,LIEPAS PAGASTS,026460,0-6,0,0
2023,CĒSU NOVADS,026000,LIEPAS PAGASTS,026460,15-18,0,0
2023,CĒSU NOVADS,026000,LIEPAS PAGASTS,026460,19-24,0,0
2023,CĒSU NOVADS,026000,LIEPAS PAGASTS,026460,25-49,1,0
2023,CĒSU NOVADS,026000,LIEPAS PAGASTS,026460,50-61,0,1
2023,CĒSU NOVADS,026000,LIEPAS PAGASTS,026460,62-74,6,5
2023,CĒSU NOVADS,026000,LIEPAS PAGASTS,026460,7-14,0,0
2023,CĒSU NOVADS,026000,LIEPAS PAGASTS,026460,75 un vec.,12,25
2023,CĒSU NOVADS,026000,LĪGATNE,026210,0-6,0,0
2023,CĒSU NOVADS,026000,LĪGATNE,026210,15-18,0,0
2023,CĒSU NOVADS,026000,LĪGATNE,026210,19-24,1,0
2023,CĒSU NOVADS,026000,LĪGATNE,026210,25-49,0,0
2023,CĒSU NOVADS,026000,LĪGATNE,026210,50-61,2,1
2023,CĒSU NOVADS,026000,LĪGATNE,026210,62-74,2,3
2023,CĒSU NOVADS,026000,LĪGATNE,026210,7-14,0,0
2023,CĒSU NOVADS,026000,LĪGATNE,026210,75 un vec.,4,9
2023,CĒSU NOVADS,026000,LĪGATNES PAGASTS,026470,0-6,0,0
2023,CĒSU NOVADS,026000,LĪGATNES PAGASTS,026470,15-18,0,0
2023,CĒSU NOVADS,026000,LĪGATNES PAGASTS,026470,19-24,1,0
2023,CĒSU NOVADS,026000,LĪGATNES PAGASTS,026470,25-49,1,0
2023,CĒSU NOVADS,026000,LĪGATNES PAGASTS,026470,50-61,1,1
2023,CĒSU NOVADS,026000,LĪGATNES PAGASTS,026470,62-74,7,1
2023,CĒSU NOVADS,026000,LĪGATNES PAGASTS,026470,7-14,0,0
2023,CĒSU NOVADS,026000,LĪGATNES PAGASTS,026470,75 un vec.,6,13
2023,CĒSU NOVADS,026000,MĀRSNĒNU PAGASTS,026480,0-6,0,0
2023,CĒSU NOVADS,026000,MĀRSNĒNU PAGASTS,026480,15-18,0,0
2023,CĒSU NOVADS,026000,MĀRSNĒNU PAGASTS,026480,19-24,0,0
2023,CĒSU NOVADS,026000,MĀRSNĒNU PAGASTS,026480,25-49,0,0
2023,CĒSU NOVADS,026000,MĀRSNĒNU PAGASTS,026480,50-61,1,0
2023,CĒSU NOVADS,026000,MĀRSNĒNU PAGASTS,026480,62-74,3,0
2023,CĒSU NOVADS,026000,MĀRSNĒNU PAGASTS,026480,7-14,0,0
2023,CĒSU NOVADS,026000,MĀRSNĒNU PAGASTS,026480,75 un vec.,2,11
2023,CĒSU NOVADS,026000,NĪTAURES PAGASTS,026490,0-6,0,0
2023,CĒSU NOVADS,026000,NĪTAURES PAGASTS,026490,15-18,0,1
2023,CĒSU NOVADS,026000,NĪTAURES PAGASTS,026490,19-24,0,0
2023,CĒSU NOVADS,026000,NĪTAURES PAGASTS,026490,25-49,0,0
2023,CĒSU NOVADS,026000,NĪTAURES PAGASTS,026490,50-61,0,0
2023,CĒSU NOVADS,026000,NĪTAURES PAGASTS,026490,62-74,2,3
2023,CĒSU NOVADS,026000,NĪTAURES PAGASTS,026490,7-14,0,0
2023,CĒSU NOVADS,026000,NĪTAURES PAGASTS,026490,75 un vec.,2,5
2023,CĒSU NOVADS,026000,PRIEKUĻU PAGASTS,026500,0-6,0,0
2023,CĒSU NOVADS,026000,PRIEKUĻU PAGASTS,026500,15-18,0,0
2023,CĒSU NOVADS,026000,PRIEKUĻU PAGASTS,026500,19-24,0,0
2023,CĒSU NOVADS,026000,PRIEKUĻU PAGASTS,026500,25-49,4,0
2023,CĒSU NOVADS,026000,PRIEKUĻU PAGASTS,026500,50-61,8,4
2023,CĒSU NOVADS,026000,PRIEKUĻU PAGASTS,026500,62-74,5,8
2023,CĒSU NOVADS,026000,PRIEKUĻU PAGASTS,026500,7-14,0,0
2023,CĒSU NOVADS,026000,PRIEKUĻU PAGASTS,026500,75 un vec.,16,21
2023,CĒSU NOVADS,026000,RAISKUMA PAGASTS,026510,0-6,0,0
2023,CĒSU NOVADS,026000,RAISKUMA PAGASTS,026510,15-18,0,0
2023,CĒSU NOVADS,026000,RAISKUMA PAGASTS,026510,19-24,0,0
2023,CĒSU NOVADS,026000,RAISKUMA PAGASTS,026510,25-49,1,0
2023,CĒSU NOVADS,026000,RAISKUMA PAGASTS,026510,50-61,1,1
2023,CĒSU NOVADS,026000,RAISKUMA PAGASTS,026510,62-74,3,0
2023,CĒSU NOVADS,026000,RAISKUMA PAGASTS,026510,7-14,0,0
2023,CĒSU NOVADS,026000,RAISKUMA PAGASTS,026510,75 un vec.,4,7
2023,CĒSU NOVADS,026000,SKUJENES PAGASTS,026520,0-6,0,0
2023,CĒSU NOVADS,026000,SKUJENES PAGASTS,026520,15-18,0,0
2023,CĒSU NOVADS,026000,SKUJENES PAGASTS,026520,19-24,0,0
2023,CĒSU NOVADS,026000,SKUJENES PAGASTS,026520,25-49,0,0
2023,CĒSU NOVADS,026000,SKUJENES PAGASTS,026520,50-61,0,0
2023,CĒSU NOVADS,026000,SKUJENES PAGASTS,026520,62-74,1,0
2023,CĒSU NOVADS,026000,SKUJENES PAGASTS,026520,7-14,0,0
2023,CĒSU NOVADS,026000,SKUJENES PAGASTS,026520,75 un vec.,5,10
2023,CĒSU NOVADS,026000,STALBES PAGASTS,026530,0-6,0,0
2023,CĒSU NOVADS,026000,STALBES PAGASTS,026530,15-18,0,0
2023,CĒSU NOVADS,026000,STALBES PAGASTS,026530,19-24,0,0
2023,CĒSU NOVADS,026000,STALBES PAGASTS,026530,25-49,0,0
2023,CĒSU NOVADS,026000,STALBES PAGASTS,026530,50-61,2,0
2023,CĒSU NOVADS,026000,STALBES PAGASTS,026530,62-74,1,0
2023,CĒSU NOVADS,026000,STALBES PAGASTS,026530,7-14,0,0
2023,CĒSU NOVADS,026000,STALBES PAGASTS,026530,75 un vec.,2,6
2023,CĒSU NOVADS,026000,STRAUPES PAGASTS,026540,0-6,0,0
2023,CĒSU NOVADS,026000,STRAUPES PAGASTS,026540,15-18,0,0
2023,CĒSU NOVADS,026000,STRAUPES PAGASTS,026540,19-24,0,0
2023,CĒSU NOVADS,026000,STRAUPES PAGASTS,026540,25-49,0,0
2023,CĒSU NOVADS,026000,STRAUPES PAGASTS,026540,50-61,0,0
2023,CĒSU NOVADS,026000,STRAUPES PAGASTS,026540,62-74,4,2
2023,CĒSU NOVADS,026000,STRAUPES PAGASTS,026540,7-14,0,0
2023,CĒSU NOVADS,026000,STRAUPES PAGASTS,026540,75 un vec.,4,10
2023,CĒSU NOVADS,026000,TAURENES PAGASTS,026550,0-6,0,0
2023,CĒSU NOVADS,026000,TAURENES PAGASTS,026550,15-18,0,0
2023,CĒSU NOVADS,026000,TAURENES PAGASTS,026550,19-24,0,0
2023,CĒSU NOVADS,026000,TAURENES PAGASTS,026550,25-49,1,0
2023,CĒSU NOVADS,026000,TAURENES PAGASTS,026550,50-61,0,0
2023,CĒSU NOVADS,026000,TAURENES PAGASTS,026550,62-74,1,3
2023,CĒSU NOVADS,026000,TAURENES PAGASTS,026550,7-14,0,0
2023,CĒSU NOVADS,026000,TAURENES PAGASTS,026550,75 un vec.,3,3
2023,CĒSU NOVADS,026000,VAIVES PAGASTS,026560,0-6,0,0
2023,CĒSU NOVADS,026000,VAIVES PAGASTS,026560,15-18,0,0
2023,CĒSU NOVADS,026000,VAIVES PAGASTS,026560,19-24,0,0
2023,CĒSU NOVADS,026000,VAIVES PAGASTS,026560,25-49,2,0
2023,CĒSU NOVADS,026000,VAIVES PAGASTS,026560,50-61,4,0
2023,CĒSU NOVADS,026000,VAIVES PAGASTS,026560,62-74,7,2
2023,CĒSU NOVADS,026000,VAIVES PAGASTS,026560,7-14,0,0
2023,CĒSU NOVADS,026000,VAIVES PAGASTS,026560,75 un vec.,5,12
2023,CĒSU NOVADS,026000,VECPIEBALGAS PAGASTS,026570,0-6,0,0
2023,CĒSU NOVADS,026000,VECPIEBALGAS PAGASTS,026570,15-18,0,0
2023,CĒSU NOVADS,026000,VECPIEBALGAS PAGASTS,026570,19-24,0,0
2023,CĒSU NOVADS,026000,VECPIEBALGAS PAGASTS,026570,25-49,0,0
2023,CĒSU NOVADS,026000,VECPIEBALGAS PAGASTS,026570,50-61,1,0
2023,CĒSU NOVADS,026000,VECPIEBALGAS PAGASTS,026570,62-74,5,2
2023,CĒSU NOVADS,026000,VECPIEBALGAS PAGASTS,026570,7-14,0,0
2023,CĒSU NOVADS,026000,VECPIEBALGAS PAGASTS,026570,75 un vec.,2,10
2023,CĒSU NOVADS,026000,VESELAVAS PAGASTS,026580,0-6,0,0
2023,CĒSU NOVADS,026000,VESELAVAS PAGASTS,026580,15-18,0,0
2023,CĒSU NOVADS,026000,VESELAVAS PAGASTS,026580,19-24,0,0
2023,CĒSU NOVADS,026000,VESELAVAS PAGASTS,026580,25-49,0,0
2023,CĒSU NOVADS,026000,VESELAVAS PAGASTS,026580,50-61,0,0
2023,CĒSU NOVADS,026000,VESELAVAS PAGASTS,026580,62-74,0,0
2023,CĒSU NOVADS,026000,VESELAVAS PAGASTS,026580,7-14,0,0
2023,CĒSU NOVADS,026000,VESELAVAS PAGASTS,026580,75 un vec.,2,2
2023,CĒSU NOVADS,026000,ZAUBES PAGASTS,026590,0-6,0,0
2023,CĒSU NOVADS,026000,ZAUBES PAGASTS,026590,15-18,0,0
2023,CĒSU NOVADS,026000,ZAUBES PAGASTS,026590,19-24,0,0
2023,CĒSU NOVADS,026000,ZAUBES PAGASTS,026590,25-49,1,0
2023,CĒSU NOVADS,026000,ZAUBES PAGASTS,026590,50-61,0,0
2023,CĒSU NOVADS,026000,ZAUBES PAGASTS,026590,62-74,0,1
2023,CĒSU NOVADS,026000,ZAUBES PAGASTS,026590,7-14,0,0
2023,CĒSU NOVADS,026000,ZAUBES PAGASTS,026590,75 un vec.,2,6
2023,CĒSU NOVADS,026000,ZOSĒNU PAGASTS,026600,0-6,0,0
2023,CĒSU NOVADS,026000,ZOSĒNU PAGASTS,026600,15-18,0,0
2023,CĒSU NOVADS,026000,ZOSĒNU PAGASTS,026600,19-24,0,0
2023,CĒSU NOVADS,026000,ZOSĒNU PAGASTS,026600,25-49,0,0
2023,CĒSU NOVADS,026000,ZOSĒNU PAGASTS,026600,50-61,2,0
2023,CĒSU NOVADS,026000,ZOSĒNU PAGASTS,026600,62-74,3,1
2023,CĒSU NOVADS,026000,ZOSĒNU PAGASTS,026600,7-14,0,0
2023,CĒSU NOVADS,026000,ZOSĒNU PAGASTS,026600,75 un vec.,2,2
2023,DIENVIDKURZEMES NOVADS,027000,AIZPUTE,027200,0-6,0,0
2023,DIENVIDKURZEMES NOVADS,027000,AIZPUTE,027200,15-18,0,0
2023,DIENVIDKURZEMES NOVADS,027000,AIZPUTE,027200,19-24,0,0
2023,DIENVIDKURZEMES NOVADS,027000,AIZPUTE,027200,25-49,2,0
2023,DIENVIDKURZEMES NOVADS,027000,AIZPUTE,027200,50-61,1,4
2023,DIENVIDKURZEMES NOVADS,027000,AIZPUTE,027200,62-74,10,5
2023,DIENVIDKURZEMES NOVADS,027000,AIZPUTE,027200,7-14,0,0
2023,DIENVIDKURZEMES NOVADS,027000,AIZPUTE,027200,75 un vec.,22,33
2023,DIENVIDKURZEMES NOVADS,027000,AIZPUTES PAGASTS,027400,0-6,0,0
2023,DIENVIDKURZEMES NOVADS,027000,AIZPUTES PAGASTS,027400,15-18,0,0
2023,DIENVIDKURZEMES NOVADS,027000,AIZPUTES PAGASTS,027400,19-24,0,0
2023,DIENVIDKURZEMES NOVADS,027000,AIZPUTES PAGASTS,027400,25-49,2,1
2023,DIENVIDKURZEMES NOVADS,027000,AIZPUTES PAGASTS,027400,50-61,1,0
2023,DIENVIDKURZEMES NOVADS,027000,AIZPUTES PAGASTS,027400,62-74,3,1
2023,DIENVIDKURZEMES NOVADS,027000,AIZPUTES PAGASTS,027400,7-14,0,0
2023,DIENVIDKURZEMES NOVADS,027000,AIZPUTES PAGASTS,027400,75 un vec.,1,6
2023,DIENVIDKURZEMES NOVADS,027000,BĀRTAS PAGASTS,027410,0-6,0,0
2023,DIENVIDKURZEMES NOVADS,027000,BĀRTAS PAGASTS,027410,15-18,0,0
2023,DIENVIDKURZEMES NOVADS,027000,BĀRTAS PAGASTS,027410,19-24,0,0
2023,DIENVIDKURZEMES NOVADS,027000,BĀRTAS PAGASTS,027410,25-49,1,1
2023,DIENVIDKURZEMES NOVADS,027000,BĀRTAS PAGASTS,027410,50-61,0,0
2023,DIENVIDKURZEMES NOVADS,027000,BĀRTAS PAGASTS,027410,62-74,1,2
2023,DIENVIDKURZEMES NOVADS,027000,BĀRTAS PAGASTS,027410,7-14,0,0
2023,DIENVIDKURZEMES NOVADS,027000,BĀRTAS PAGASTS,027410,75 un vec.,2,4
2023,DIENVIDKURZEMES NOVADS,027000,BUNKAS PAGASTS,027420,0-6,0,0
2023,DIENVIDKURZEMES NOVADS,027000,BUNKAS PAGASTS,027420,15-18,0,0
2023,DIENVIDKURZEMES NOVADS,027000,BUNKAS PAGASTS,027420,19-24,0,0
2023,DIENVIDKURZEMES NOVADS,027000,BUNKAS PAGASTS,027420,25-49,0,0
2023,DIENVIDKURZEMES NOVADS,027000,BUNKAS PAGASTS,027420,50-61,0,0
2023,DIENVIDKURZEMES NOVADS,027000,BUNKAS PAGASTS,027420,62-74,4,1
2023,DIENVIDKURZEMES NOVADS,027000,BUNKAS PAGASTS,027420,7-14,0,0
2023,DIENVIDKURZEMES NOVADS,027000,BUNKAS PAGASTS,027420,75 un vec.,5,4
2023,DIENVIDKURZEMES NOVADS,027000,CĪRAVAS PAGASTS,027430,0-6,0,0
2023,DIENVIDKURZEMES NOVADS,027000,CĪRAVAS PAGASTS,027430,15-18,0,0
2023,DIENVIDKURZEMES NOVADS,027000,CĪRAVAS PAGASTS,027430,19-24,0,0
2023,DIENVIDKURZEMES NOVADS,027000,CĪRAVAS PAGASTS,027430,25-49,1,0
2023,DIENVIDKURZEMES NOVADS,027000,CĪRAVAS PAGASTS,027430,50-61,1,1
2023,DIENVIDKURZEMES NOVADS,027000,CĪRAVAS PAGASTS,027430,62-74,3,2
2023,DIENVIDKURZEMES NOVADS,027000,CĪRAVAS PAGASTS,027430,7-14,0,0
2023,DIENVIDKURZEMES NOVADS,027000,CĪRAVAS PAGASTS,027430,75 un vec.,0,3
2023,DIENVIDKURZEMES NOVADS,027000,DUNALKAS PAGASTS,027440,0-6,0,0
2023,DIENVIDKURZEMES NOVADS,027000,DUNALKAS PAGASTS,027440,15-18,0,0
2023,DIENVIDKURZEMES NOVADS,027000,DUNALKAS PAGASTS,027440,19-24,0,0
2023,DIENVIDKURZEMES NOVADS,027000,DUNALKAS PAGASTS,027440,25-49,0,0
2023,DIENVIDKURZEMES NOVADS,027000,DUNALKAS PAGASTS,027440,50-61,0,0
2023,DIENVIDKURZEMES NOVADS,027000,DUNALKAS PAGASTS,027440,62-74,6,1
2023,DIENVIDKURZEMES NOVADS,027000,DUNALKAS PAGASTS,027440,7-14,0,0
2023,DIENVIDKURZEMES NOVADS,027000,DUNALKAS PAGASTS,027440,75 un vec.,0,7
2023,DIENVIDKURZEMES NOVADS,027000,DUNIKAS PAGASTS,027450,0-6,0,0
2023,DIENVIDKURZEMES NOVADS,027000,DUNIKAS PAGASTS,027450,15-18,0,0
2023,DIENVIDKURZEMES NOVADS,027000,DUNIKAS PAGASTS,027450,19-24,0,0
2023,DIENVIDKURZEMES NOVADS,027000,DUNIKAS PAGASTS,027450,25-49,0,0
2023,DIENVIDKURZEMES NOVADS,027000,DUNIKAS PAGASTS,027450,50-61,1,0
2023,DIENVIDKURZEMES NOVADS,027000,DUNIKAS PAGASTS,027450,62-74,1,0
2023,DIENVIDKURZEMES NOVADS,027000,DUNIKAS PAGASTS,027450,7-14,0,0
2023,DIENVIDKURZEMES NOVADS,027000,DUNIKAS PAGASTS,027450,75 un vec.,2,3
2023,DIENVIDKURZEMES NOVADS,027000,DURBE,027210,0-6,0,0
2023,DIENVIDKURZEMES NOVADS,027000,DURBE,027210,15-18,0,0
2023,DIENVIDKURZEMES NOVADS,027000,DURBE,027210,19-24,0,0
2023,DIENVIDKURZEMES NOVADS,027000,DURBE,027210,25-49,0,0
2023,DIENVIDKURZEMES NOVADS,027000,DURBE,027210,50-61,1,0
2023,DIENVIDKURZEMES NOVADS,027000,DURBE,027210,62-74,1,0
2023,DIENVIDKURZEMES NOVADS,027000,DURBE,027210,7-14,0,0
2023,DIENVIDKURZEMES NOVADS,027000,DURBE,027210,75 un vec.,1,2
2023,DIENVIDKURZEMES NOVADS,027000,DURBES PAGASTS,027460,0-6,0,0
2023,DIENVIDKURZEMES NOVADS,027000,DURBES PAGASTS,027460,15-18,0,0
2023,DIENVIDKURZEMES NOVADS,027000,DURBES PAGASTS,027460,19-24,0,0
2023,DIENVIDKURZEMES NOVADS,027000,DURBES PAGASTS,027460,25-49,0,0
2023,DIENVIDKURZEMES NOVADS,027000,DURBES PAGASTS,027460,50-61,0,0
2023,DIENVIDKURZEMES NOVADS,027000,DURBES PAGASTS,027460,62-74,3,1
2023,DIENVIDKURZEMES NOVADS,027000,DURBES PAGASTS,027460,7-14,0,0
2023,DIENVIDKURZEMES NOVADS,027000,DURBES PAGASTS,027460,75 un vec.,2,1
2023,DIENVIDKURZEMES NOVADS,027000,EMBŪTES PAGASTS,027470,0-6,0,0
2023,DIENVIDKURZEMES NOVADS,027000,EMBŪTES PAGASTS,027470,15-18,0,0
2023,DIENVIDKURZEMES NOVADS,027000,EMBŪTES PAGASTS,027470,19-24,0,0
2023,DIENVIDKURZEMES NOVADS,027000,EMBŪTES PAGASTS,027470,25-49,0,0
2023,DIENVIDKURZEMES NOVADS,027000,EMBŪTES PAGASTS,027470,50-61,0,1
2023,DIENVIDKURZEMES NOVADS,027000,EMBŪTES PAGASTS,027470,62-74,1,2
2023,DIENVIDKURZEMES NOVADS,027000,EMBŪTES PAGASTS,027470,7-14,0,0
2023,DIENVIDKURZEMES NOVADS,027000,EMBŪTES PAGASTS,027470,75 un vec.,1,0
2023,DIENVIDKURZEMES NOVADS,027000,GAVIEZES PAGASTS,027480,0-6,0,0
2023,DIENVIDKURZEMES NOVADS,027000,GAVIEZES PAGASTS,027480,15-18,0,0
2023,DIENVIDKURZEMES NOVADS,027000,GAVIEZES PAGASTS,027480,19-24,0,0
2023,DIENVIDKURZEMES NOVADS,027000,GAVIEZES PAGASTS,027480,25-49,0,0
2023,DIENVIDKURZEMES NOVADS,027000,GAVIEZES PAGASTS,027480,50-61,2,0
2023,DIENVIDKURZEMES NOVADS,027000,GAVIEZES PAGASTS,027480,62-74,3,1
2023,DIENVIDKURZEMES NOVADS,027000,GAVIEZES PAGASTS,027480,7-14,0,0
2023,DIENVIDKURZEMES NOVADS,027000,GAVIEZES PAGASTS,027480,75 un vec.,0,4
2023,DIENVIDKURZEMES NOVADS,027000,GRAMZDAS PAGASTS,027490,0-6,0,0
2023,DIENVIDKURZEMES NOVADS,027000,GRAMZDAS PAGASTS,027490,15-18,0,0
2023,DIENVIDKURZEMES NOVADS,027000,GRAMZDAS PAGASTS,027490,19-24,0,0
2023,DIENVIDKURZEMES NOVADS,027000,GRAMZDAS PAGASTS,027490,25-49,1,0
2023,DIENVIDKURZEMES NOVADS,027000,GRAMZDAS PAGASTS,027490,50-61,2,0
2023,DIENVIDKURZEMES NOVADS,027000,GRAMZDAS PAGASTS,027490,62-74,2,2
2023,DIENVIDKURZEMES NOVADS,027000,GRAMZDAS PAGASTS,027490,7-14,0,0
2023,DIENVIDKURZEMES NOVADS,027000,GRAMZDAS PAGASTS,027490,75 un vec.,1,6
2023,DIENVIDKURZEMES NOVADS,027000,GROBIŅA,027220,0-6,0,0
2023,DIENVIDKURZEMES NOVADS,027000,GROBIŅA,027220,15-18,0,0
2023,DIENVIDKURZEMES NOVADS,027000,GROBIŅA,027220,19-24,0,0
2023,DIENVIDKURZEMES NOVADS,027000,GROBIŅA,027220,25-49,1,0
2023,DIENVIDKURZEMES NOVADS,027000,GROBIŅA,027220,50-61,2,1
2023,DIENVIDKURZEMES NOVADS,027000,GROBIŅA,027220,62-74,4,2
2023,DIENVIDKURZEMES NOVADS,027000,GROBIŅA,027220,7-14,0,0
2023,DIENVIDKURZEMES NOVADS,027000,GROBIŅA,027220,75 un vec.,11,25
2023,DIENVIDKURZEMES NOVADS,027000,GROBIŅAS PAGASTS,027500,0-6,0,0
2023,DIENVIDKURZEMES NOVADS,027000,GROBIŅAS PAGASTS,027500,15-18,0,0
2023,DIENVIDKURZEMES NOVADS,027000,GROBIŅAS PAGASTS,027500,19-24,0,0
2023,DIENVIDKURZEMES NOVADS,027000,GROBIŅAS PAGASTS,027500,25-49,2,0
2023,DIENVIDKURZEMES NOVADS,027000,GROBIŅAS PAGASTS,027500,50-61,2,0
2023,DIENVIDKURZEMES NOVADS,027000,GROBIŅAS PAGASTS,027500,62-74,10,3
2023,DIENVIDKURZEMES NOVADS,027000,GROBIŅAS PAGASTS,027500,7-14,0,0
2023,DIENVIDKURZEMES NOVADS,027000,GROBIŅAS PAGASTS,027500,75 un vec.,8,14
2023,DIENVIDKURZEMES NOVADS,027000,KALĒTU PAGASTS,027510,0-6,0,0
2023,DIENVIDKURZEMES NOVADS,027000,KALĒTU PAGASTS,027510,15-18,0,0
2023,DIENVIDKURZEMES NOVADS,027000,KALĒTU PAGASTS,027510,19-24,0,0
2023,DIENVIDKURZEMES NOVADS,027000,KALĒTU PAGASTS,027510,25-49,1,0
2023,DIENVIDKURZEMES NOVADS,027000,KALĒTU PAGASTS,027510,50-61,1,0
2023,DIENVIDKURZEMES NOVADS,027000,KALĒTU PAGASTS,027510,62-74,0,0
2023,DIENVIDKURZEMES NOVADS,027000,KALĒTU PAGASTS,027510,7-14,0,0
2023,DIENVIDKURZEMES NOVADS,027000,KALĒTU PAGASTS,027510,75 un vec.,1,5
2023,DIENVIDKURZEMES NOVADS,027000,KALVENES PAGASTS,027520,0-6,0,0
2023,DIENVIDKURZEMES NOVADS,027000,KALVENES PAGASTS,027520,15-18,0,0
2023,DIENVIDKURZEMES NOVADS,027000,KALVENES PAGASTS,027520,19-24,0,0
2023,DIENVIDKURZEMES NOVADS,027000,KALVENES PAGASTS,027520,25-49,0,0
2023,DIENVIDKURZEMES NOVADS,027000,KALVENES PAGASTS,027520,50-61,0,0
2023,DIENVIDKURZEMES NOVADS,027000,KALVENES PAGASTS,027520,62-74,0,0
2023,DIENVIDKURZEMES NOVADS,027000,KALVENES PAGASTS,027520,7-14,0,0
2023,DIENVIDKURZEMES NOVADS,027000,KALVENES PAGASTS,027520,75 un vec.,0,3
2023,DIENVIDKURZEMES NOVADS,027000,KAZDANGAS PAGASTS,027530,0-6,0,0
2023,DIENVIDKURZEMES NOVADS,027000,KAZDANGAS PAGASTS,027530,15-18,0,0
2023,DIENVIDKURZEMES NOVADS,027000,KAZDANGAS PAGASTS,027530,19-24,0,0
2023,DIENVIDKURZEMES NOVADS,027000,KAZDANGAS PAGASTS,027530,25-49,1,1
2023,DIENVIDKURZEMES NOVADS,027000,KAZDANGAS PAGASTS,027530,50-61,2,0
2023,DIENVIDKURZEMES NOVADS,027000,KAZDANGAS PAGASTS,027530,62-74,11,1
2023,DIENVIDKURZEMES NOVADS,027000,KAZDANGAS PAGASTS,027530,7-14,0,0
2023,DIENVIDKURZEMES NOVADS,027000,KAZDANGAS PAGASTS,027530,75 un vec.,6,8
2023,DIENVIDKURZEMES NOVADS,027000,LAŽAS PAGASTS,027540,0-6,0,0
2023,DIENVIDKURZEMES NOVADS,027000,LAŽAS PAGASTS,027540,15-18,0,0
2023,DIENVIDKURZEMES NOVADS,027000,LAŽAS PAGASTS,027540,19-24,0,0
2023,DIENVIDKURZEMES NOVADS,027000,LAŽAS PAGASTS,027540,25-49,1,0
2023,DIENVIDKURZEMES NOVADS,027000,LAŽAS PAGASTS,027540,50-61,2,1
2023,DIENVIDKURZEMES NOVADS,027000,LAŽAS PAGASTS,027540,62-74,2,0
2023,DIENVIDKURZEMES NOVADS,027000,LAŽAS PAGASTS,027540,7-14,0,0
2023,DIENVIDKURZEMES NOVADS,027000,LAŽAS PAGASTS,027540,75 un vec.,1,3
2023,DIENVIDKURZEMES NOVADS,027000,MEDZES PAGASTS,027550,0-6,0,0
2023,DIENVIDKURZEMES NOVADS,027000,MEDZES PAGASTS,027550,15-18,0,0
2023,DIENVIDKURZEMES NOVADS,027000,MEDZES PAGASTS,027550,19-24,0,0
2023,DIENVIDKURZEMES NOVADS,027000,MEDZES PAGASTS,027550,25-49,0,0
2023,DIENVIDKURZEMES NOVADS,027000,MEDZES PAGASTS,027550,50-61,1,0
