Gads,Pasv_nos,Pasv_ATVK,Ter_ied_vien_nos,Ter_ied_vien_ATVK,Vecuma_grupa,Mir_vir_skaits,Mir_siev_skaits
2023,DAUGAVPILS,002000,,,0-6,0,0
2023,DAUGAVPILS,002000,,,15-18,3,0
2023,DAUGAVPILS,002000,,,19-24,0,0
2023,DAUGAVPILS,002000,,,25-49,67,27
2023,DAUGAVPILS,002000,,,50-61,128,38
2023,DAUGAVPILS,002000,,,62-74,210,144
2023,DAUGAVPILS,002000,,,7-14,0,0
2023,DAUGAVPILS,002000,,,75 un vec.,216,493
2023,JELGAVA,003000,,,0-6,1,0
2023,JELGAVA,003000,,,15-18,0,0
2023,JELGAVA,003000,,,19-24,2,0
2023,JELGAVA,003000,,,25-49,32,9
2023,JELGAVA,003000,,,50-61,59,21
2023,JELGAVA,003000,,,62-74,98,70
2023,JELGAVA,003000,,,7-14,0,0
2023,JELGAVA,003000,,,75 un vec.,133,270
2023,JŪRMALA,004000,,,0-6,2,1
2023,JŪRMALA,004000,,,15-18,1,0
2023,JŪRMALA,004000,,,19-24,0,1
2023,JŪRMALA,004000,,,25-49,30,11
2023,JŪRMALA,004000,,,50-61,63,32
2023,JŪRMALA,004000,,,62-74,121,65
2023,JŪRMALA,004000,,,7-14,0,0
2023,JŪRMALA,004000,,,75 un vec.,137,284
2023,LIEPĀJA,005000,,,0-6,0,1
2023,LIEPĀJA,005000,,,15-18,1,0
2023,LIEPĀJA,005000,,,19-24,1,0
2023,LIEPĀJA,005000,,,25-49,41,10
2023,LIEPĀJA,005000,,,50-61,69,33
2023,LIEPĀJA,005000,,,62-74,160,96
2023,LIEPĀJA,005000,,,7-14,0,0
2023,LIEPĀJA,005000,,,75 un vec.,177,379
2023,RĒZEKNE,006000,,,0-6,0,1
2023,RĒZEKNE,006000,,,15-18,0,1
2023,RĒZEKNE,006000,,,19-24,0,1
2023,RĒZEKNE,006000,,,25-49,26,6
2023,RĒZEKNE,006000,,,50-61,39,11
2023,RĒZEKNE,006000,,,62-74,82,48
2023,RĒZEKNE,006000,,,7-14,0,0
2023,RĒZEKNE,006000,,,75 un vec.,63,145
2023,RĪGA,001000,,,0-6,6,5
2023,RĪGA,001000,,,15-18,3,7
2023,RĪGA,001000,,,19-24,18,4
2023,RĪGA,001000,,,25-49,458,150
2023,RĪGA,001000,,,50-61,596,280
2023,RĪGA,001000,,,62-74,1147,859
2023,RĪGA,001000,,,7-14,2,1
2023,RĪGA,001000,,,75 un vec.,1691,3460
2023,VENTSPILS,007000,,,0-6,0,0
2023,VENTSPILS,007000,,,15-18,0,0
2023,VENTSPILS,007000,,,19-24,1,0
2023,VENTSPILS,007000,,,25-49,21,10
2023,VENTSPILS,007000,,,50-61,33,15
2023,VENTSPILS,007000,,,62-74,73,54
2023,VENTSPILS,007000,,,7-14,1,0
2023,VENTSPILS,007000,,,75 un vec.,109,188
2023,AIZKRAUKLES NOVADS,020000,AIVIEKSTES PAGASTS,020400,0-6,0,0
2023,AIZKRAUKLES NOVADS,020000,AIVIEKSTES PAGASTS,020400,15-18,0,0
2023,AIZKRAUKLES NOVADS,020000,AIVIEKSTES PAGASTS,020400,19-24,0,0
2023,AIZKRAUKLES NOVADS,020000,AIVIEKSTES PAGASTS,020400,25-49,2,0
2023,AIZKRAUKLES NOVADS,020000,AIVIEKSTES PAGASTS,020400,50-61,1,0
2023,AIZKRAUKLES NOVADS,020000,AIVIEKSTES PAGASTS,020400,62-74,3,0
2023,AIZKRAUKLES NOVADS,020000,AIVIEKSTES PAGASTS,020400,7-14,0,0
2023,AIZKRAUKLES NOVADS,020000,AIVIEKSTES PAGASTS,020400,75 un vec.,1,5
2023,AIZKRAUKLES NOVADS,020000,AIZKRAUKLE,020200,0-6,0,0
2023,AIZKRAUKLES NOVADS,020000,AIZKRAUKLE,020200,15-18,0,0
2023,AIZKRAUKLES NOVADS,020000,AIZKRAUKLE,020200,19-24,0,0
2023,AIZKRAUKLES NOVADS,020000,AIZKRAUKLE,020200,25-49,7,3
2023,AIZKRAUKLES NOVADS,020000,AIZKRAUKLE,020200,50-61,5,2
2023,AIZKRAUKLES NOVADS,020000,AIZKRAUKLE,020200,62-74,16,18
2023,AIZKRAUKLES NOVADS,020000,AIZKRAUKLE,020200,7-14,0,0
2023,AIZKRAUKLES NOVADS,020000,AIZKRAUKLE,020200,75 un vec.,24,43
2023,AIZKRAUKLES NOVADS,020000,AIZKRAUKLES PAGASTS,020410,0-6,0,0
2023,AIZKRAUKLES NOVADS,020000,AIZKRAUKLES PAGASTS,020410,15-18,0,0
2023,AIZKRAUKLES NOVADS,020000,AIZKRAUKLES PAGASTS,020410,19-24,0,0
2023,AIZKRAUKLES NOVADS,020000,AIZKRAUKLES PAGASTS,020410,25-49,1,0
2023,AIZKRAUKLES NOVADS,020000,AIZKRAUKLES PAGASTS,020410,50-61,2,0
2023,AIZKRAUKLES NOVADS,020000,AIZKRAUKLES PAGASTS,020410,62-74,3,2
2023,AIZKRAUKLES NOVADS,020000,AIZKRAUKLES PAGASTS,020410,7-14,0,0
2023,AIZKRAUKLES NOVADS,020000,AIZKRAUKLES PAGASTS,020410,75 un vec.,2,5
2023,AIZKRAUKLES NOVADS,020000,BEBRU PAGASTS,020420,0-6,0,0
2023,AIZKRAUKLES NOVADS,020000,BEBRU PAGASTS,020420,15-18,0,0
2023,AIZKRAUKLES NOVADS,020000,BEBRU PAGASTS,020420,19-24,0,0
2023,AIZKRAUKLES NOVADS,020000,BEBRU PAGASTS,020420,25-49,1,0
2023,AIZKRAUKLES NOVADS,020000,BEBRU PAGASTS,020420,50-61,1,0
2023,AIZKRAUKLES NOVADS,020000,BEBRU PAGASTS,020420,62-74,1,2
2023,AIZKRAUKLES NOVADS,020000,BEBRU PAGASTS,020420,7-14,0,0
2023,AIZKRAUKLES NOVADS,020000,BEBRU PAGASTS,020420,75 un vec.,2,10
2023,AIZKRAUKLES NOVADS,020000,DAUDZESES PAGASTS,020430,0-6,0,0
2023,AIZKRAUKLES NOVADS,020000,DAUDZESES PAGASTS,020430,15-18,0,0
2023,AIZKRAUKLES NOVADS,020000,DAUDZESES PAGASTS,020430,19-24,0,0
2023,AIZKRAUKLES NOVADS,020000,DAUDZESES PAGASTS,020430,25-49,1,0
2023,AIZKRAUKLES NOVADS,020000,DAUDZESES PAGASTS,020430,50-61,3,0
2023,AIZKRAUKLES NOVADS,020000,DAUDZESES PAGASTS,020430,62-74,2,2
2023,AIZKRAUKLES NOVADS,020000,DAUDZESES PAGASTS,020430,7-14,0,0
2023,AIZKRAUKLES NOVADS,020000,DAUDZESES PAGASTS,020430,75 un vec.,2,10
2023,AIZKRAUKLES NOVADS,020000,IRŠU PAGASTS,020440,0-6,0,0
2023,AIZKRAUKLES NOVADS,020000,IRŠU PAGASTS,020440,15-18,0,0
2023,AIZKRAUKLES NOVADS,020000,IRŠU PAGASTS,020440,19-24,0,0
2023,AIZKRAUKLES NOVADS,020000,IRŠU PAGASTS,020440,25-49,1,0
2023,AIZKRAUKLES NOVADS,020000,IRŠU PAGASTS,020440,50-61,0,0
2023,AIZKRAUKLES NOVADS,020000,IRŠU PAGASTS,020440,62-74,1,0
2023,AIZKRAUKLES NOVADS,020000,IRŠU PAGASTS,020440,7-14,0,0
2023,AIZKRAUKLES NOVADS,020000,IRŠU PAGASTS,020440,75 un vec.,1,3
2023,AIZKRAUKLES NOVADS,020000,JAUNJELGAVA,020210,0-6,0,0
2023,AIZKRAUKLES NOVADS,020000,JAUNJELGAVA,020210,15-18,0,0
2023,AIZKRAUKLES NOVADS,020000,JAUNJELGAVA,020210,19-24,0,0
2023,AIZKRAUKLES NOVADS,020000,JAUNJELGAVA,020210,25-49,2,0
2023,AIZKRAUKLES NOVADS,020000,JAUNJELGAVA,020210,50-61,7,0
2023,AIZKRAUKLES NOVADS,020000,JAUNJELGAVA,020210,62-74,7,3
2023,AIZKRAUKLES NOVADS,020000,JAUNJELGAVA,020210,7-14,0,0
2023,AIZKRAUKLES NOVADS,020000,JAUNJELGAVA,020210,75 un vec.,7,10
2023,AIZKRAUKLES NOVADS,020000,JAUNJELGAVAS PAGASTS,020450,0-6,0,0
2023,AIZKRAUKLES NOVADS,020000,JAUNJELGAVAS PAGASTS,020450,15-18,0,0
2023,AIZKRAUKLES NOVADS,020000,JAUNJELGAVAS PAGASTS,020450,19-24,0,0
2023,AIZKRAUKLES NOVADS,020000,JAUNJELGAVAS PAGASTS,020450,25-49,0,0
2023,AIZKRAUKLES NOVADS,020000,JAUNJELGAVAS PAGASTS,020450,50-61,0,0
2023,AIZKRAUKLES NOVADS,020000,JAUNJELGAVAS PAGASTS,020450,62-74,0,0
2023,AIZKRAUKLES NOVADS,020000,JAUNJELGAVAS PAGASTS,020450,7-14,0,0
2023,AIZKRAUKLES NOVADS,020000,JAUNJELGAVAS PAGASTS,020450,75 un vec.,0,0
2023,AIZKRAUKLES NOVADS,020000,KLINTAINES PAGASTS,020460,0-6,0,0
2023,AIZKRAUKLES NOVADS,020000,KLINTAINES PAGASTS,020460,15-18,0,0
2023,AIZKRAUKLES NOVADS,020000,KLINTAINES PAGASTS,020460,19-24,0,0
2023,AIZKRAUKLES NOVADS,020000,KLINTAINES PAGASTS,020460,25-49,0,0
2023,AIZKRAUKLES NOVADS,020000,KLINTAINES PAGASTS,020460,50-61,1,0
2023,AIZKRAUKLES NOVADS,020000,KLINTAINES PAGASTS,020460,62-74,3,0
2023,AIZKRAUKLES NOVADS,020000,KLINTAINES PAGASTS,020460,7-14,0,0
2023,AIZKRAUKLES NOVADS,020000,KLINTAINES PAGASTS,020460,75 un vec.,2,4
2023,AIZKRAUKLES NOVADS,020000,KOKNESE,020220,0-6,0,0
2023,AIZKRAUKLES NOVADS,020000,KOKNESE,020220,15-18,1,0
2023,AIZKRAUKLES NOVADS,020000,KOKNESE,020220,19-24,0,1
2023,AIZKRAUKLES NOVADS,020000,KOKNESE,020220,25-49,2,0
2023,AIZKRAUKLES NOVADS,020000,KOKNESE,020220,50-61,6,3
2023,AIZKRAUKLES NOVADS,020000,KOKNESE,020220,62-74,7,3
2023,AIZKRAUKLES NOVADS,020000,KOKNESE,020220,7-14,0,0
2023,AIZKRAUKLES NOVADS,020000,KOKNESE,020220,75 un vec.,8,11
2023,AIZKRAUKLES NOVADS,020000,KOKNESES PAGASTS,020470,0-6,0,0
2023,AIZKRAUKLES NOVADS,020000,KOKNESES PAGASTS,020470,15-18,1,0
2023,AIZKRAUKLES NOVADS,020000,KOKNESES PAGASTS,020470,19-24,0,0
2023,AIZKRAUKLES NOVADS,020000,KOKNESES PAGASTS,020470,25-49,0,0
2023,AIZKRAUKLES NOVADS,020000,KOKNESES PAGASTS,020470,50-61,1,2
2023,AIZKRAUKLES NOVADS,020000,KOKNESES PAGASTS,020470,62-74,3,0
2023,AIZKRAUKLES NOVADS,020000,KOKNESES PAGASTS,020470,7-14,0,0
2023,AIZKRAUKLES NOVADS,020000,KOKNESES PAGASTS,020470,75 un vec.,3,3
2023,AIZKRAUKLES NOVADS,020000,MAZZALVES PAGASTS,020480,0-6,0,0
2023,AIZKRAUKLES NOVADS,020000,MAZZALVES PAGASTS,020480,15-18,0,0
2023,AIZKRAUKLES NOVADS,020000,MAZZALVES PAGASTS,020480,19-24,0,0
2023,AIZKRAUKLES NOVADS,020000,MAZZALVES PAGASTS,020480,25-49,4,1
2023,AIZKRAUKLES NOVADS,020000,MAZZALVES PAGASTS,020480,50-61,5,1
2023,AIZKRAUKLES NOVADS,020000,MAZZALVES PAGASTS,020480,62-74,3,1
2023,AIZKRAUKLES NOVADS,020000,MAZZALVES PAGASTS,020480,7-14,0,0
2023,AIZKRAUKLES NOVADS,020000,MAZZALVES PAGASTS,020480,75 un vec.,6,7
2023,AIZKRAUKLES NOVADS,020000,NERETAS PAGASTS,020490,0-6,0,0
2023,AIZKRAUKLES NOVADS,020000,NERETAS PAGASTS,020490,15-18,0,0
2023,AIZKRAUKLES NOVADS,020000,NERETAS PAGASTS,020490,19-24,0,0
2023,AIZKRAUKLES NOVADS,020000,NERETAS PAGASTS,020490,25-49,3,0
2023,AIZKRAUKLES NOVADS,020000,NERETAS PAGASTS,020490,50-61,2,0
2023,AIZKRAUKLES NOVADS,020000,NERETAS PAGASTS,020490,62-74,1,1
2023,AIZKRAUKLES NOVADS,020000,NERETAS PAGASTS,020490,7-14,0,0
2023,AIZKRAUKLES NOVADS,020000,NERETAS PAGASTS,020490,75 un vec.,4,7
2023,AIZKRAUKLES NOVADS,020000,PILSKALNES PAGASTS,020500,0-6,0,0
2023,AIZKRAUKLES NOVADS,020000,PILSKALNES PAGASTS,020500,15-18,0,0
2023,AIZKRAUKLES NOVADS,020000,PILSKALNES PAGASTS,020500,19-24,0,0
2023,AIZKRAUKLES NOVADS,020000,PILSKALNES PAGASTS,020500,25-49,0,0
2023,AIZKRAUKLES NOVADS,020000,PILSKALNES PAGASTS,020500,50-61,0,0
2023,AIZKRAUKLES NOVADS,020000,PILSKALNES PAGASTS,020500,62-74,1,2
2023,AIZKRAUKLES NOVADS,020000,PILSKALNES PAGASTS,020500,7-14,0,0
2023,AIZKRAUKLES NOVADS,020000,PILSKALNES PAGASTS,020500,75 un vec.,4,1
2023,AIZKRAUKLES NOVADS,020000,PĻAVIŅAS,020230,0-6,0,0
2023,AIZKRAUKLES NOVADS,020000,PĻAVIŅAS,020230,15-18,0,0
2023,AIZKRAUKLES NOVADS,020000,PĻAVIŅAS,020230,19-24,0,0
2023,AIZKRAUKLES NOVADS,020000,PĻAVIŅAS,020230,25-49,2,0
2023,AIZKRAUKLES NOVADS,020000,PĻAVIŅAS,020230,50-61,8,0
2023,AIZKRAUKLES NOVADS,020000,PĻAVIŅAS,020230,62-74,8,3
2023,AIZKRAUKLES NOVADS,020000,PĻAVIŅAS,020230,7-14,0,0
2023,AIZKRAUKLES NOVADS,020000,PĻAVIŅAS,020230,75 un vec.,8,21
2023,AIZKRAUKLES NOVADS,020000,SECES PAGASTS,020510,0-6,0,0
2023,AIZKRAUKLES NOVADS,020000,SECES PAGASTS,020510,15-18,0,0
2023,AIZKRAUKLES NOVADS,020000,SECES PAGASTS,020510,19-24,0,0
2023,AIZKRAUKLES NOVADS,020000,SECES PAGASTS,020510,25-49,2,0
2023,AIZKRAUKLES NOVADS,020000,SECES PAGASTS,020510,50-61,0,1
2023,AIZKRAUKLES NOVADS,020000,SECES PAGASTS,020510,62-74,2,2
2023,AIZKRAUKLES NOVADS,020000,SECES PAGASTS,020510,7-14,0,0
2023,AIZKRAUKLES NOVADS,020000,SECES PAGASTS,020510,75 un vec.,2,7
2023,AIZKRAUKLES NOVADS,020000,SĒRENES PAGASTS,020520,0-6,0,0
2023,AIZKRAUKLES NOVADS,020000,SĒRENES PAGASTS,020520,15-18,0,0
2023,AIZKRAUKLES NOVADS,020000,SĒRENES PAGASTS,020520,19-24,0,0
2023,AIZKRAUKLES NOVADS,020000,SĒRENES PAGASTS,020520,25-49,0,0
2023,AIZKRAUKLES NOVADS,020000,SĒRENES PAGASTS,020520,50-61,2,0
2023,AIZKRAUKLES NOVADS,020000,SĒRENES PAGASTS,020520,62-74,1,0
2023,AIZKRAUKLES NOVADS,020000,SĒRENES PAGASTS,020520,7-14,0,0
2023,AIZKRAUKLES NOVADS,020000,SĒRENES PAGASTS,020520,75 un vec.,1,4
2023,AIZKRAUKLES NOVADS,020000,SKRĪVERU PAGASTS,020530,0-6,0,0
2023,AIZKRAUKLES NOVADS,020000,SKRĪVERU PAGASTS,020530,15-18,0,0
2023,AIZKRAUKLES NOVADS,020000,SKRĪVERU PAGASTS,020530,19-24,0,0
2023,AIZKRAUKLES NOVADS,020000,SKRĪVERU PAGASTS,020530,25-49,2,0
2023,AIZKRAUKLES NOVADS,020000,SKRĪVERU PAGASTS,020530,50-61,3,0
2023,AIZKRAUKLES NOVADS,020000,SKRĪVERU PAGASTS,020530,62-74,6,7
2023,AIZKRAUKLES NOVADS,020000,SKRĪVERU PAGASTS,020530,7-14,0,0
2023,AIZKRAUKLES NOVADS,020000,SKRĪVERU PAGASTS,020530,75 un vec.,12,28
2023,AIZKRAUKLES NOVADS,020000,STABURAGA PAGASTS,020540,0-6,0,0
2023,AIZKRAUKLES NOVADS,020000,STABURAGA PAGASTS,020540,15-18,0,0
2023,AIZKRAUKLES NOVADS,020000,STABURAGA PAGASTS,020540,19-24,0,0
2023,AIZKRAUKLES NOVADS,020000,STABURAGA PAGASTS,020540,25-49,0,0
2023,AIZKRAUKLES NOVADS,020000,STABURAGA PAGASTS,020540,50-61,1,0
2023,AIZKRAUKLES NOVADS,020000,STABURAGA PAGASTS,020540,62-74,2,2
2023,AIZKRAUKLES NOVADS,020000,STABURAGA PAGASTS,020540,7-14,0,0
2023,AIZKRAUKLES NOVADS,020000,STABURAGA PAGASTS,020540,75 un vec.,0,4
2023,AIZKRAUKLES NOVADS,020000,SUNĀKSTES PAGASTS,020550,0-6,0,0
2023,AIZKRAUKLES NOVADS,020000,SUNĀKSTES PAGASTS,020550,15-18,0,0
2023,AIZKRAUKLES NOVADS,020000,SUNĀKSTES PAGASTS,020550,19-24,0,0
2023,AIZKRAUKLES NOVADS,020000,SUNĀKSTES PAGASTS,020550,25-49,0,0
2023,AIZKRAUKLES NOVADS,020000,SUNĀKSTES PAGASTS,020550,50-61,0,0
2023,AIZKRAUKLES NOVADS,020000,SUNĀKSTES PAGASTS,020550,62-74,0,1
2023,AIZKRAUKLES NOVADS,020000,SUNĀKSTES PAGASTS,020550,7-14,0,0
2023,AIZKRAUKLES NOVADS,020000,SUNĀKSTES PAGASTS,020550,75 un vec.,2,1
2023,AIZKRAUKLES NOVADS,020000,VIETALVAS PAGASTS,020560,0-6,0,0
2023,AIZKRAUKLES NOVADS,020000,VIETALVAS PAGASTS,020560,15-18,0,0
2023,AIZKRAUKLES NOVADS,020000,VIETALVAS PAGASTS,020560,19-24,0,0
2023,AIZKRAUKLES NOVADS,020000,VIETALVAS PAGASTS,020560,25-49,0,1
2023,AIZKRAUKLES NOVADS,020000,VIETALVAS PAGASTS,020560,50-61,2,1
2023,AIZKRAUKLES NOVADS,020000,VIETALVAS PAGASTS,020560,62-74,2,0
2023,AIZKRAUKLES NOVADS,020000,VIETALVAS PAGASTS,020560,7-14,0,0
2023,AIZKRAUKLES NOVADS,020000,VIETALVAS PAGASTS,020560,75 un vec.,1,3
2023,AIZKRAUKLES NOVADS,020000,ZALVES PAGASTS,020570,0-6,0,0
2023,AIZKRAUKLES NOVADS,020000,ZALVES PAGASTS,020570,15-18,0,0
2023,AIZKRAUKLES NOVADS,020000,ZALVES PAGASTS,020570,19-24,0,0
2023,AIZKRAUKLES NOVADS,020000,ZALVES PAGASTS,020570,25-49,0,0
2023,AIZKRAUKLES NOVADS,020000,ZALVES PAGASTS,020570,50-61,0,0
2023,AIZKRAUKLES NOVADS,020000,ZALVES PAGASTS,020570,62-74,5,1
2023,AIZKRAUKLES NOVADS,020000,ZALVES PAGASTS,020570,7-14,0,0
2023,AIZKRAUKLES NOVADS,020000,ZALVES PAGASTS,020570,75 un vec.,3,0
2023,ALŪKSNES NOVADS,021000,ALSVIĶU PAGASTS,021400,0-6,0,0
2023,ALŪKSNES NOVADS,021000,ALSVIĶU PAGASTS,021400,15-18,0,0
2023,ALŪKSNES NOVADS,021000,ALSVIĶU PAGASTS,021400,19-24,0,0
2023,ALŪKSNES NOVADS,021000,ALSVIĶU PAGASTS,021400,25-49,1,0
2023,ALŪKSNES NOVADS,021000,ALSVIĶU PAGASTS,021400,50-61,1,1
2023,ALŪKSNES NOVADS,021000,ALSVIĶU PAGASTS,021400,62-74,1,2
2023,ALŪKSNES NOVADS,021000,ALSVIĶU PAGASTS,021400,7-14,0,0
2023,ALŪKSNES NOVADS,021000,ALSVIĶU PAGASTS,021400,75 un vec.,1,5
2023,ALŪKSNES NOVADS,021000,ALŪKSNE,021200,0-6,0,1
2023,ALŪKSNES NOVADS,021000,ALŪKSNE,021200,15-18,0,0
2023,ALŪKSNES NOVADS,021000,ALŪKSNE,021200,19-24,0,0
2023,ALŪKSNES NOVADS,021000,ALŪKSNE,021200,25-49,3,0
2023,ALŪKSNES NOVADS,021000,ALŪKSNE,021200,50-61,8,6
2023,ALŪKSNES NOVADS,021000,ALŪKSNE,021200,62-74,20,10
2023,ALŪKSNES NOVADS,021000,ALŪKSNE,021200,7-14,0,0
2023,ALŪKSNES NOVADS,021000,ALŪKSNE,021200,75 un vec.,20,39
2023,ALŪKSNES NOVADS,021000,ANNAS PAGASTS,021410,0-6,0,0
2023,ALŪKSNES NOVADS,021000,ANNAS PAGASTS,021410,15-18,0,0
2023,ALŪKSNES NOVADS,021000,ANNAS PAGASTS,021410,19-24,0,0
2023,ALŪKSNES NOVADS,021000,ANNAS PAGASTS,021410,25-49,0,0
2023,ALŪKSNES NOVADS,021000,ANNAS PAGASTS,021410,50-61,0,0
2023,ALŪKSNES NOVADS,021000,ANNAS PAGASTS,021410,62-74,0,1
2023,ALŪKSNES NOVADS,021000,ANNAS PAGASTS,021410,7-14,0,0
2023,ALŪKSNES NOVADS,021000,ANNAS PAGASTS,021410,75 un vec.,0,2
2023,ALŪKSNES NOVADS,021000,ILZENES PAGASTS,021420,0-6,0,0
2023,ALŪKSNES NOVADS,021000,ILZENES PAGASTS,021420,15-18,0,0
2023,ALŪKSNES NOVADS,021000,ILZENES PAGASTS,021420,19-24,0,0
2023,ALŪKSNES NOVADS,021000,ILZENES PAGASTS,021420,25-49,0,0
2023,ALŪKSNES NOVADS,021000,ILZENES PAGASTS,021420,50-61,0,0
2023,ALŪKSNES NOVADS,021000,ILZENES PAGASTS,021420,62-74,1,0
2023,ALŪKSNES NOVADS,021000,ILZENES PAGASTS,021420,7-14,0,0
2023,ALŪKSNES NOVADS,021000,ILZENES PAGASTS,021420,75 un vec.,0,1
2023,ALŪKSNES NOVADS,021000,JAUNALŪKSNES PAGASTS,021430,0-6,0,0
2023,ALŪKSNES NOVADS,021000,JAUNALŪKSNES PAGASTS,021430,15-18,0,0
2023,ALŪKSNES NOVADS,021000,JAUNALŪKSNES PAGASTS,021430,19-24,0,0
2023,ALŪKSNES NOVADS,021000,JAUNALŪKSNES PAGASTS,021430,25-49,1,0
2023,ALŪKSNES NOVADS,021000,JAUNALŪKSNES PAGASTS,021430,50-61,1,0
2023,ALŪKSNES NOVADS,021000,JAUNALŪKSNES PAGASTS,021430,62-74,3,0
2023,ALŪKSNES NOVADS,021000,JAUNALŪKSNES PAGASTS,021430,7-14,0,0
2023,ALŪKSNES NOVADS,021000,JAUNALŪKSNES PAGASTS,021430,75 un vec.,3,5
2023,ALŪKSNES NOVADS,021000,JAUNANNAS PAGASTS,021440,0-6,0,0
2023,ALŪKSNES NOVADS,021000,JAUNANNAS PAGASTS,021440,15-18,0,0
2023,ALŪKSNES NOVADS,021000,JAUNANNAS PAGASTS,021440,19-24,0,0
2023,ALŪKSNES NOVADS,021000,JAUNANNAS PAGASTS,021440,25-49,0,0
2023,ALŪKSNES NOVADS,021000,JAUNANNAS PAGASTS,021440,50-61,1,0
2023,ALŪKSNES NOVADS,021000,JAUNANNAS PAGASTS,021440,62-74,1,1
2023,ALŪKSNES NOVADS,021000,JAUNANNAS PAGASTS,021440,7-14,0,0
2023,ALŪKSNES NOVADS,021000,JAUNANNAS PAGASTS,021440,75 un vec.,1,3
2023,ALŪKSNES NOVADS,021000,JAUNLAICENES PAGASTS,021450,0-6,0,0
2023,ALŪKSNES NOVADS,021000,JAUNLAICENES PAGASTS,021450,15-18,0,0
2023,ALŪKSNES NOVADS,021000,JAUNLAICENES PAGASTS,021450,19-24,0,0
2023,ALŪKSNES NOVADS,021000,JAUNLAICENES PAGASTS,021450,25-49,0,0
2023,ALŪKSNES NOVADS,021000,JAUNLAICENES PAGASTS,021450,50-61,1,0
2023,ALŪKSNES NOVADS,021000,JAUNLAICENES PAGASTS,021450,62-74,0,0
2023,ALŪKSNES NOVADS,021000,JAUNLAICENES PAGASTS,021450,7-14,0,0
2023,ALŪKSNES NOVADS,021000,JAUNLAICENES PAGASTS,021450,75 un vec.,1,4
2023,ALŪKSNES NOVADS,021000,KALNCEMPJU PAGASTS,021460,0-6,0,0
2023,ALŪKSNES NOVADS,021000,KALNCEMPJU PAGASTS,021460,15-18,0,0
2023,ALŪKSNES NOVADS,021000,KALNCEMPJU PAGASTS,021460,19-24,0,0
2023,ALŪKSNES NOVADS,021000,KALNCEMPJU PAGASTS,021460,25-49,0,0
2023,ALŪKSNES NOVADS,021000,KALNCEMPJU PAGASTS,021460,50-61,0,0
2023,ALŪKSNES NOVADS,021000,KALNCEMPJU PAGASTS,021460,62-74,0,0
2023,ALŪKSNES NOVADS,021000,KALNCEMPJU PAGASTS,021460,7-14,0,0
2023,ALŪKSNES NOVADS,021000,KALNCEMPJU PAGASTS,021460,75 un vec.,0,1
2023,ALŪKSNES NOVADS,021000,LIEPNAS PAGASTS,021470,0-6,0,0
2023,ALŪKSNES NOVADS,021000,LIEPNAS PAGASTS,021470,15-18,0,0
2023,ALŪKSNES NOVADS,021000,LIEPNAS PAGASTS,021470,19-24,0,0
2023,ALŪKSNES NOVADS,021000,LIEPNAS PAGASTS,021470,25-49,0,1
2023,ALŪKSNES NOVADS,021000,LIEPNAS PAGASTS,021470,50-61,2,0
2023,ALŪKSNES NOVADS,021000,LIEPNAS PAGASTS,021470,62-74,1,1
2023,ALŪKSNES NOVADS,021000,LIEPNAS PAGASTS,021470,7-14,0,0
2023,ALŪKSNES NOVADS,021000,LIEPNAS PAGASTS,021470,75 un vec.,4,4
2023,ALŪKSNES NOVADS,021000,MALIENAS PAGASTS,021480,0-6,0,0
2023,ALŪKSNES NOVADS,021000,MALIENAS PAGASTS,021480,15-18,0,0
2023,ALŪKSNES NOVADS,021000,MALIENAS PAGASTS,021480,19-24,0,0
2023,ALŪKSNES NOVADS,021000,MALIENAS PAGASTS,021480,25-49,1,0
2023,ALŪKSNES NOVADS,021000,MALIENAS PAGASTS,021480,50-61,2,1
2023,ALŪKSNES NOVADS,021000,MALIENAS PAGASTS,021480,62-74,3,1
2023,ALŪKSNES NOVADS,021000,MALIENAS PAGASTS,021480,7-14,0,0
2023,ALŪKSNES NOVADS,021000,MALIENAS PAGASTS,021480,75 un vec.,3,2
2023,ALŪKSNES NOVADS,021000,MĀLUPES PAGASTS,021490,0-6,0,0
2023,ALŪKSNES NOVADS,021000,MĀLUPES PAGASTS,021490,15-18,0,0
2023,ALŪKSNES NOVADS,021000,MĀLUPES PAGASTS,021490,19-24,0,0
2023,ALŪKSNES NOVADS,021000,MĀLUPES PAGASTS,021490,25-49,0,0
2023,ALŪKSNES NOVADS,021000,MĀLUPES PAGASTS,021490,50-61,0,1
2023,ALŪKSNES NOVADS,021000,MĀLUPES PAGASTS,021490,62-74,4,2
2023,ALŪKSNES NOVADS,021000,MĀLUPES PAGASTS,021490,7-14,0,0
2023,ALŪKSNES NOVADS,021000,MĀLUPES PAGASTS,021490,75 un vec.,4,7
2023,ALŪKSNES NOVADS,021000,MĀRKALNES PAGASTS,021500,0-6,0,0
2023,ALŪKSNES NOVADS,021000,MĀRKALNES PAGASTS,021500,15-18,0,0
2023,ALŪKSNES NOVADS,021000,MĀRKALNES PAGASTS,021500,19-24,0,0
2023,ALŪKSNES NOVADS,021000,MĀRKALNES PAGASTS,021500,25-49,0,0
2023,ALŪKSNES NOVADS,021000,MĀRKALNES PAGASTS,021500,50-61,2,1
2023,ALŪKSNES NOVADS,021000,MĀRKALNES PAGASTS,021500,62-74,1,2
2023,ALŪKSNES NOVADS,021000,MĀRKALNES PAGASTS,021500,7-14,0,0
